runtime,layer_name
0.002742526000020007,block1_conv1
0.0028862859999776447,block1_conv1
0.002695785000014439,block1_conv1
0.0027929530000108116,block1_conv1
0.002729618999978811,block1_conv1
0.002745951999997942,block1_conv1
0.0028663970000195604,block1_conv1
0.0026918590000093445,block1_conv1
0.0026954150000051413,block1_conv1
0.002783174000001054,block1_conv1
0.0027375070000061896,block1_conv1
0.0028117120000104023,block1_conv1
0.0027108220000116034,block1_conv1
0.0027025810000225192,block1_conv1
0.0027460999999959768,block1_conv1
0.002726248000016085,block1_conv1
0.002796396000007917,block1_conv1
0.0027029329999948004,block1_conv1
0.0026222289999964232,block1_conv1
0.002795582000004515,block1_conv1
0.002745470000007799,block1_conv1
0.0027489699999989625,block1_conv1
0.0026893040000004476,block1_conv1
0.0026986369999804083,block1_conv1
0.0027305630000000747,block1_conv1
0.0027375820000088424,block1_conv1
0.0027213959999983217,block1_conv1
0.002697377000004053,block1_conv1
0.0027336740000123427,block1_conv1
0.0027129700000045887,block1_conv1
0.002734397000011768,block1_conv1
0.002763934000000745,block1_conv1
0.002631006999990859,block1_conv1
0.0027553409999825362,block1_conv1
0.0028395630000090932,block1_conv1
0.0026894699999786553,block1_conv1
0.0027369889999988573,block1_conv1
0.0027520069999980024,block1_conv1
0.0027540449999889915,block1_conv1
0.002742341000015358,block1_conv1
0.00266059999998447,block1_conv1
0.002782193000001598,block1_conv1
0.002729451999982757,block1_conv1
0.00268691499999818,block1_conv1
0.002693636999993032,block1_conv1
0.002707340000000613,block1_conv1
0.002737711000008858,block1_conv1
0.002780821999976979,block1_conv1
0.0027092480000021624,block1_conv1
0.0026973410000152853,block1_conv1
0.0027424520000067787,block1_conv1
0.0027977299999975003,block1_conv1
0.0027397480000104224,block1_conv1
0.002859544999978425,block1_conv1
0.0026548040000022866,block1_conv1
0.002755081999993081,block1_conv1
0.002794507000004387,block1_conv1
0.002631006999990859,block1_conv1
0.0026900630000170622,block1_conv1
0.002741211000000021,block1_conv1
0.0026974700000153007,block1_conv1
0.0027844699999945988,block1_conv1
0.0026942290000135927,block1_conv1
0.002743858999991744,block1_conv1
0.0027329890000089563,block1_conv1
0.002720007000021951,block1_conv1
0.002746526000009908,block1_conv1
0.00271278499999994,block1_conv1
0.0026624510000203827,block1_conv1
0.0027454890000058185,block1_conv1
0.0027243410000039603,block1_conv1
0.00267797000000769,block1_conv1
0.0027809519999948407,block1_conv1
0.0027487109999810855,block1_conv1
0.0027516549999972995,block1_conv1
0.002703619000016033,block1_conv1
0.00274065499999665,block1_conv1
0.0027488030000029084,block1_conv1
0.0027473400000133097,block1_conv1
0.002714174000004732,block1_conv1
0.002691970000000765,block1_conv1
0.002756506999986641,block1_conv1
0.002672507999989193,block1_conv1
0.002749081000018805,block1_conv1
0.0026945440000076815,block1_conv1
0.00265919200001008,block1_conv1
0.0027800999999954,block1_conv1
0.0027530069999954776,block1_conv1
0.0027288039999859848,block1_conv1
0.0027118770000242876,block1_conv1
0.0026920440000139934,block1_conv1
0.002781766999987667,block1_conv1
0.0027434889999824463,block1_conv1
0.013948185999993257,block1_conv2
0.010162785999995094,block1_conv2
0.010488584000000856,block1_conv2
0.01182327300000452,block1_conv2
0.01017156399998953,block1_conv2
0.010243527000000086,block1_conv2
0.010240417000005664,block1_conv2
0.010507047000004377,block1_conv2
0.010905547999982446,block1_conv2
0.011384770999995908,block1_conv2
0.010401028000018187,block1_conv2
0.01130323399999611,block1_conv2
0.010742824999994127,block1_conv2
0.010805714000014177,block1_conv2
0.010365546000002723,block1_conv2
0.010247083000024304,block1_conv2
0.010912343999990526,block1_conv2
0.010794954999994388,block1_conv2
0.010365786999983584,block1_conv2
0.010484102000020812,block1_conv2
0.01062021399999935,block1_conv2
0.013493425000007164,block1_conv2
0.010445360999995046,block1_conv2
0.01067428800001835,block1_conv2
0.013933907999984285,block1_conv2
0.010520306000017854,block1_conv2
0.010925511000010601,block1_conv2
0.010718158000003086,block1_conv2
0.010232341999994787,block1_conv2
0.01065226899999061,block1_conv2
0.010392878999994082,block1_conv2
0.013920777999999245,block1_conv2
0.010519084000009116,block1_conv2
0.011268788999984736,block1_conv2
0.010671175999988236,block1_conv2
0.010383657000005542,block1_conv2
0.010374748999993244,block1_conv2
0.012431774000020823,block1_conv2
0.010404322999988835,block1_conv2
0.010430138999993233,block1_conv2
0.013129534999990256,block1_conv2
0.010709732000009353,block1_conv2
0.010440823999999793,block1_conv2
0.011393475000005537,block1_conv2
0.010795510000008335,block1_conv2
0.010781102000009923,block1_conv2
0.010391322999993235,block1_conv2
0.011279752000007193,block1_conv2
0.010246322999989843,block1_conv2
0.010506157000008898,block1_conv2
0.01156847499999003,block1_conv2
0.010212119000016173,block1_conv2
0.010798249999993459,block1_conv2
0.010519694999999274,block1_conv2
0.010363378999983297,block1_conv2
0.010735769000007167,block1_conv2
0.01320831300000691,block1_conv2
0.010599954000014122,block1_conv2
0.010570416999996723,block1_conv2
0.011445511999994551,block1_conv2
0.01082913999999846,block1_conv2
0.010760842999985698,block1_conv2
0.010388138999985586,block1_conv2
0.012062901999996711,block1_conv2
0.010487787000016624,block1_conv2
0.011493604000008872,block1_conv2
0.014094370000009349,block1_conv2
0.010325229999978092,block1_conv2
0.013101478999999472,block1_conv2
0.01077586200000269,block1_conv2
0.012541921000007505,block1_conv2
0.01391833200000292,block1_conv2
0.010560787000002847,block1_conv2
0.0107777320000082,block1_conv2
0.014018480999993699,block1_conv2
0.012346180999998069,block1_conv2
0.011975586999994903,block1_conv2
0.010448287000002665,block1_conv2
0.011464122999996107,block1_conv2
0.013503369000005705,block1_conv2
0.013919907000001785,block1_conv2
0.01198782800000231,block1_conv2
0.01058165700001723,block1_conv2
0.013204274999992549,block1_conv2
0.010417377999999644,block1_conv2
0.01139049200000386,block1_conv2
0.010404711999996152,block1_conv2
0.010351434000000381,block1_conv2
0.010874194000024318,block1_conv2
0.010563138000009076,block1_conv2
0.011977345000019568,block1_conv2
0.01032578500002046,block1_conv2
0.010277730000012752,block1_conv2
0.010718620000005785,block1_conv2
0.013956980000017438,block1_conv2
0.011360270000011496,block1_conv2
0.01037819399999762,block1_conv2
0.010125452000011137,block1_conv2
0.01016534099997557,block1_conv2
0.01019078499999182,block1_conv2
0.013069940999997698,block1_conv2
0.01319240399999444,block1_conv2
0.010198284999972884,block1_conv2
0.01087104699999486,block1_conv2
0.013495978999998215,block1_conv2
0.010443600999991531,block1_conv2
0.010593785999986949,block1_conv2
0.013212737999992896,block1_conv2
0.010272082000000182,block1_conv2
0.010654174999984889,block1_conv2
0.010739250000000311,block1_conv2
0.01022897100000364,block1_conv2
0.012979255000004741,block1_conv2
0.010285007999982554,block1_conv2
0.010300526000008858,block1_conv2
0.011246307000021716,block1_conv2
0.010799324000004162,block1_conv2
0.013569663999987824,block1_conv2
0.01013491500000896,block1_conv2
0.010690990000000511,block1_conv2
0.010916788000002953,block1_conv2
0.011375324999988834,block1_conv2
0.010260470999980953,block1_conv2
0.010608267999998588,block1_conv2
0.013114070999989735,block1_conv2
0.013879368000004888,block1_conv2
0.011524696000009271,block1_conv2
0.010341564000015069,block1_conv2
0.010245599999990418,block1_conv2
0.010168636999992486,block1_conv2
0.011283435999985159,block1_conv2
0.01055593399999566,block1_conv2
0.012408475999990287,block1_conv2
0.010764934999997422,block1_conv2
0.010494397000002209,block1_conv2
0.010576248999996096,block1_conv2
0.010170155999986719,block1_conv2
0.013148255999993808,block1_conv2
0.010493045000004031,block1_conv2
0.010458489000001236,block1_conv2
0.010928064000012228,block1_conv2
0.01027906299998449,block1_conv2
0.01039769199999796,block1_conv2
0.01059565599999246,block1_conv2
0.010304302999998072,block1_conv2
0.010824231000015061,block1_conv2
0.011486936000011383,block1_conv2
0.010523006999989093,block1_conv2
0.010287304000001996,block1_conv2
0.010709174999988136,block1_conv2
0.001196114999999054,block1_pool
0.0011984109999900738,block1_pool
0.0011664470000027904,block1_pool
0.0012100959999941097,block1_pool
0.001196743999997807,block1_pool
0.0012917070000071362,block1_pool
0.0013004470000055335,block1_pool
0.0012754660000098283,block1_pool
0.0011728910000101678,block1_pool
0.0011922989999959555,block1_pool
0.0012137630000097488,block1_pool
0.0012151329999881,block1_pool
0.0012169110000002092,block1_pool
0.0011744850000070528,block1_pool
0.0013770589999921867,block1_pool
0.0011581689999786704,block1_pool
0.0012059839999949418,block1_pool
0.0011789849999956914,block1_pool
0.0012995780000153445,block1_pool
0.0012477429999933065,block1_pool
0.0012476699999979246,block1_pool
0.001208281000003808,block1_pool
0.0011767800000086481,block1_pool
0.0011448539999889817,block1_pool
0.0012131329999931495,block1_pool
0.0012585960000137675,block1_pool
0.0012065029999916987,block1_pool
0.0011920960000111336,block1_pool
0.001211020999988932,block1_pool
0.0012138920000097642,block1_pool
0.001160614000013993,block1_pool
0.00119622500000105,block1_pool
0.0012162999999816293,block1_pool
0.0012015220000023419,block1_pool
0.0012070399999970505,block1_pool
0.001217465999985734,block1_pool
0.0012072989999865058,block1_pool
0.0011969290000024557,block1_pool
0.0012080029999879116,block1_pool
0.0012030400000071495,block1_pool
0.001347595999988016,block1_pool
0.0012547249999954602,block1_pool
0.0012445399999876372,block1_pool
0.0011865580000005593,block1_pool
0.00120720600000368,block1_pool
0.0011965579999753118,block1_pool
0.0012113360000114426,block1_pool
0.001207632999978614,block1_pool
0.001200818000000936,block1_pool
0.0011578170000063892,block1_pool
0.00120544699998959,block1_pool
0.0012087620000045263,block1_pool
0.0013420770000038829,block1_pool
0.0012544839999861779,block1_pool
0.0012066689999983282,block1_pool
0.0012389659999882952,block1_pool
0.0011623180000128741,block1_pool
0.001173651000016207,block1_pool
0.001213817999996536,block1_pool
0.0012375029999986964,block1_pool
0.0013479109999821048,block1_pool
0.001344966000004888,block1_pool
0.001213465999995833,block1_pool
0.0012001139999995303,block1_pool
0.0011727250000035383,block1_pool
0.0011975580000012087,block1_pool
0.0012111140000001797,block1_pool
0.001277633000000833,block1_pool
0.0012570949999997083,block1_pool
0.0012417620000064744,block1_pool
0.0012039469999933772,block1_pool
0.001159317000002602,block1_pool
0.0012104850000014267,block1_pool
0.0011966879999931734,block1_pool
0.0012097620000020015,block1_pool
0.0012417990000130885,block1_pool
0.0012561700000048859,block1_pool
0.0012015220000023419,block1_pool
0.0011609289999796601,block1_pool
0.0011734480000029635,block1_pool
0.0013312989999860747,block1_pool
0.0012421330000051967,block1_pool
0.0012635399999965102,block1_pool
0.001223428999992393,block1_pool
0.0012074109999957727,block1_pool
0.0011962260000188962,block1_pool
0.0013101520000020628,block1_pool
0.0012010770000188131,block1_pool
0.0011990400000172485,block1_pool
0.0012010959999884108,block1_pool
0.0012519109999971079,block1_pool
0.0012037619999887283,block1_pool
0.0012111519999962184,block1_pool
0.0011903540000162138,block1_pool
0.001253522000013163,block1_pool
0.00116268799999375,block1_pool
0.0011995399999875644,block1_pool
0.0012021699999991142,block1_pool
0.0012123549999785155,block1_pool
0.0012045959999795741,block1_pool
0.0012437630000192712,block1_pool
0.0011954100000082235,block1_pool
0.0012154839999993783,block1_pool
0.0012902809999957299,block1_pool
0.0012108919999889167,block1_pool
0.0012414659999819833,block1_pool
0.0012071320000188734,block1_pool
0.0012055400000008376,block1_pool
0.001223022000004903,block1_pool
0.001237373999998681,block1_pool
0.001168374000002359,block1_pool
0.0011867620000032275,block1_pool
0.0012027810000176942,block1_pool
0.0011990030000106344,block1_pool
0.0012833549999982097,block1_pool
0.0012172619999830658,block1_pool
0.0012467260000050828,block1_pool
0.0012428549999867755,block1_pool
0.0012088910000045416,block1_pool
0.0011910389999911786,block1_pool
0.0012036700000237488,block1_pool
0.0011825209999756225,block1_pool
0.0012068549999924016,block1_pool
0.0012016879999805496,block1_pool
0.001206761999981154,block1_pool
0.0012020770000162884,block1_pool
0.0012007259999791131,block1_pool
0.0012058179999883123,block1_pool
0.0012092810000012832,block1_pool
0.001249225999998771,block1_pool
0.0012746140000103878,block1_pool
0.0012018549999766037,block1_pool
0.0012065220000181398,block1_pool
0.0012559660000022177,block1_pool
0.001233706999983042,block1_pool
0.0011595219999946949,block1_pool
0.0012149849999900653,block1_pool
0.0011813549999999395,block1_pool
0.0011906140000235155,block1_pool
0.001196614000008367,block1_pool
0.0012602809999862075,block1_pool
0.0012545949999775985,block1_pool
0.0011578360000044086,block1_pool
0.0012050959999783117,block1_pool
0.0012133909999931802,block1_pool
0.0012053550000246105,block1_pool
0.0013411140000130217,block1_pool
0.0012084839999886299,block1_pool
0.0012105950000034227,block1_pool
0.0012104099999987739,block1_pool
0.006651774999994586,block2_conv1
0.007400092000011682,block2_conv1
0.00756642499999316,block2_conv1
0.007640073000004577,block2_conv1
0.007409609999996292,block2_conv1
0.006060774000019364,block2_conv1
0.006765405000010105,block2_conv1
0.006154514999991534,block2_conv1
0.0074416100000007646,block2_conv1
0.005991495000017721,block2_conv1
0.006648460000008072,block2_conv1
0.006638737999992372,block2_conv1
0.006757515999993302,block2_conv1
0.007575591999994913,block2_conv1
0.007125182999999424,block2_conv1
0.005745958000005658,block2_conv1
0.007150961000007783,block2_conv1
0.0061880700000074285,block2_conv1
0.007583166000017627,block2_conv1
0.006684070999995129,block2_conv1
0.006677478999989717,block2_conv1
0.00745707300001186,block2_conv1
0.006656478999985893,block2_conv1
0.007155442999987827,block2_conv1
0.006671366999995598,block2_conv1
0.006828052999992451,block2_conv1
0.006702848999992739,block2_conv1
0.006791793000019197,block2_conv1
0.007393997999997737,block2_conv1
0.006928349999981265,block2_conv1
0.007238164999989749,block2_conv1
0.007462164999992638,block2_conv1
0.0063707749999935,block2_conv1
0.00595882899997946,block2_conv1
0.006690459999987297,block2_conv1
0.006670774000014035,block2_conv1
0.007406424999999217,block2_conv1
0.006073791999995137,block2_conv1
0.006877959999997074,block2_conv1
0.007501332000003913,block2_conv1
0.0073795540000105575,block2_conv1
0.007258739000008063,block2_conv1
0.0077453509999827475,block2_conv1
0.0074892570000031355,block2_conv1
0.007343109999993658,block2_conv1
0.007406238999976722,block2_conv1
0.007413294000002679,block2_conv1
0.006794793000011623,block2_conv1
0.007386943000000201,block2_conv1
0.006260420999979033,block2_conv1
0.007078571999983296,block2_conv1
0.006756144999997105,block2_conv1
0.006778237000020226,block2_conv1
0.008991057999992336,block2_conv1
0.007664943000008861,block2_conv1
0.007297405000002755,block2_conv1
0.008807408999985,block2_conv1
0.007708314000012706,block2_conv1
0.006195365999985825,block2_conv1
0.006926626999984364,block2_conv1
0.005753569000006564,block2_conv1
0.007369610000012017,block2_conv1
0.00753390599999193,block2_conv1
0.00735790599998154,block2_conv1
0.007005923999997776,block2_conv1
0.005698993999999402,block2_conv1
0.007374924000004057,block2_conv1
0.007921258999999736,block2_conv1
0.017356871999993473,block2_conv1
0.00802203700001769,block2_conv1
0.007151570999980095,block2_conv1
0.007265293999978439,block2_conv1
0.007569423999996161,block2_conv1
0.00730205300001785,block2_conv1
0.007611850999978742,block2_conv1
0.007817961999990075,block2_conv1
0.007582127999995691,block2_conv1
0.008865074999988565,block2_conv1
0.0073761639999929685,block2_conv1
0.0072934979999956795,block2_conv1
0.007370683000004874,block2_conv1
0.006709181000019271,block2_conv1
0.007491535000013982,block2_conv1
0.006904311999988977,block2_conv1
0.0063104400000213445,block2_conv1
0.007329867999999351,block2_conv1
0.0072002200000156336,block2_conv1
0.007210997000015595,block2_conv1
0.006746904000010545,block2_conv1
0.006237902999998823,block2_conv1
0.005974754000021676,block2_conv1
0.006619643999982827,block2_conv1
0.006176864999986265,block2_conv1
0.00743972000000781,block2_conv1
0.007189609000022301,block2_conv1
0.007592665000004217,block2_conv1
0.0074031830000080845,block2_conv1
0.00704179400000271,block2_conv1
0.007146756999986792,block2_conv1
0.007389238999991221,block2_conv1
0.005798994999992146,block2_conv1
0.007937462000001005,block2_conv1
0.00704814499999884,block2_conv1
0.0058094760000244605,block2_conv1
0.007377700999995795,block2_conv1
0.00929885400000785,block2_conv1
0.01044631899998194,block2_conv1
0.007335645000011937,block2_conv1
0.006135309000001143,block2_conv1
0.00809494300000324,block2_conv1
0.00692912600001705,block2_conv1
0.007518201999999974,block2_conv1
0.008386073999986365,block2_conv1
0.006975885999992215,block2_conv1
0.005665400999987469,block2_conv1
0.007338016000005609,block2_conv1
0.006747959999984232,block2_conv1
0.006245884000009028,block2_conv1
0.007364496999997527,block2_conv1
0.00739307200001349,block2_conv1
0.007302070999998023,block2_conv1
0.007687554000000318,block2_conv1
0.006969885999978942,block2_conv1
0.007267552999991267,block2_conv1
0.006806810999989921,block2_conv1
0.007883165999999164,block2_conv1
0.007265292999989015,block2_conv1
0.006993736999987732,block2_conv1
0.007608349999998154,block2_conv1
0.006626828999998224,block2_conv1
0.005802531999989924,block2_conv1
0.0073407559999907335,block2_conv1
0.00662982899999065,block2_conv1
0.0057122899999910715,block2_conv1
0.0073518860000092445,block2_conv1
0.007647682999987637,block2_conv1
0.007555459999991854,block2_conv1
0.007421367999995709,block2_conv1
0.006122235000020737,block2_conv1
0.007473868000005268,block2_conv1
0.007316164000002345,block2_conv1
0.007545405000001892,block2_conv1
0.007520978999991712,block2_conv1
0.007308126999987508,block2_conv1
0.006139254000004257,block2_conv1
0.00673716199997898,block2_conv1
0.007411479000012378,block2_conv1
0.007399312000018199,block2_conv1
0.007595887000007906,block2_conv1
0.007313701000015271,block2_conv1
0.010375041000003193,block2_conv2
0.009757834999987836,block2_conv2
0.010425577999995994,block2_conv2
0.009068315999996912,block2_conv2
0.009706446999985019,block2_conv2
0.00980498399999874,block2_conv2
0.008139999000007947,block2_conv2
0.009857632000006333,block2_conv2
0.010244725999996263,block2_conv2
0.010074520999978631,block2_conv2
0.010427966999998262,block2_conv2
0.010506169999985104,block2_conv2
0.007906275999999934,block2_conv2
0.009684576000012157,block2_conv2
0.009855928000007452,block2_conv2
0.01036485599999537,block2_conv2
0.010113372999995818,block2_conv2
0.010502410999976064,block2_conv2
0.01014411400001336,block2_conv2
0.009811834999993607,block2_conv2
0.00975439199999073,block2_conv2
0.009719149999995125,block2_conv2
0.00973000199999774,block2_conv2
0.00798429400001055,block2_conv2
0.010494317999985014,block2_conv2
0.010008390999985295,block2_conv2
0.009537742000020444,block2_conv2
0.009795502000002898,block2_conv2
0.009832261000013887,block2_conv2
0.009022074000000657,block2_conv2
0.009176649000011139,block2_conv2
0.009815038999988701,block2_conv2
0.009974483999997119,block2_conv2
0.008238665999982686,block2_conv2
0.009684520000007524,block2_conv2
0.00983816799998749,block2_conv2
0.009735779000010325,block2_conv2
0.009979132000012214,block2_conv2
0.010587614999991501,block2_conv2
0.009157037999983686,block2_conv2
0.010547336000001906,block2_conv2
0.008046998999986954,block2_conv2
0.009838873000006743,block2_conv2
0.010316207000016675,block2_conv2
0.009274038000000928,block2_conv2
0.009631538999997247,block2_conv2
0.009904241999976193,block2_conv2
0.009136038000008284,block2_conv2
0.010042725000005248,block2_conv2
0.009965908999987505,block2_conv2
0.009203296999999111,block2_conv2
0.010378706000011562,block2_conv2
0.009995705999983784,block2_conv2
0.007903886000008242,block2_conv2
0.010002984000010429,block2_conv2
0.00923670399998855,block2_conv2
0.010063482999981943,block2_conv2
0.010233964999997625,block2_conv2
0.010440428999999085,block2_conv2
0.009624852999991163,block2_conv2
0.009960243000023183,block2_conv2
0.008928944000018646,block2_conv2
0.010547650999995994,block2_conv2
0.010440891999991209,block2_conv2
0.009593112000004567,block2_conv2
0.009920964000002641,block2_conv2
0.010179613999980575,block2_conv2
0.009720390000012458,block2_conv2
0.009682761000021856,block2_conv2
0.009680427000006375,block2_conv2
0.009017444999983582,block2_conv2
0.009800557000005483,block2_conv2
0.010524317999994537,block2_conv2
0.010888281999996252,block2_conv2
0.010079910000001746,block2_conv2
0.00883042500001352,block2_conv2
0.00995437299999935,block2_conv2
0.00970198300001357,block2_conv2
0.010485151000011683,block2_conv2
0.007951090000005934,block2_conv2
0.010388502000012068,block2_conv2
0.009191296000011562,block2_conv2
0.009676629999972874,block2_conv2
0.010044612999990932,block2_conv2
0.010280928000014455,block2_conv2
0.009770483000011154,block2_conv2
0.009904594000005318,block2_conv2
0.009687130000003208,block2_conv2
0.00996970500000316,block2_conv2
0.009715075000002571,block2_conv2
0.010031741999995347,block2_conv2
0.009060314999999264,block2_conv2
0.009825871000003872,block2_conv2
0.01039263200001983,block2_conv2
0.010507576999998491,block2_conv2
0.00965050099998166,block2_conv2
0.009677703999983578,block2_conv2
0.009205796000003375,block2_conv2
0.00998207499998216,block2_conv2
0.010243279999997412,block2_conv2
0.007899664000007078,block2_conv2
0.010005630999984305,block2_conv2
0.00955918599998995,block2_conv2
0.009766724000002114,block2_conv2
0.009914500999997244,block2_conv2
0.009810147999985475,block2_conv2
0.009694667000019308,block2_conv2
0.010550964999993084,block2_conv2
0.009678352000008772,block2_conv2
0.009663759999995136,block2_conv2
0.009800260000019989,block2_conv2
0.008662332000000106,block2_conv2
0.00883238699998401,block2_conv2
0.009990833999978577,block2_conv2
0.007997348999992937,block2_conv2
0.010116778999986309,block2_conv2
0.009611685000010084,block2_conv2
0.008199849000021686,block2_conv2
0.010026687000021184,block2_conv2
0.009128407000019934,block2_conv2
0.009539834000008796,block2_conv2
0.009681963000019778,block2_conv2
0.008002089999990858,block2_conv2
0.009600093000017296,block2_conv2
0.009636185999994495,block2_conv2
0.009032091999984004,block2_conv2
0.010044148999980962,block2_conv2
0.008872961999998097,block2_conv2
0.009681204999992588,block2_conv2
0.007993570999985877,block2_conv2
0.009665055999988681,block2_conv2
0.009058350999993081,block2_conv2
0.009639610999983006,block2_conv2
0.008009775000004993,block2_conv2
0.00916660999999408,block2_conv2
0.009595407000006162,block2_conv2
0.009967759999994996,block2_conv2
0.00914638800000489,block2_conv2
0.009178370000000768,block2_conv2
